X,Y
-81.23423251,-4.261527938
-81.2342325,-4.261508232
-81.23422903,-4.250011805
-81.23422902,-4.249992099
-81.2342227,-4.261537793
-81.23422269,-4.261527941
-81.23421921,-4.249992102
-81.2342192,-4.249982249
-81.23421288,-4.261547649
-81.23421288,-4.261537796
-81.23420939,-4.249982252
-81.23420939,-4.2499724
-81.23420307,-4.261557505
-81.23420307,-4.261547652
-81.23419957,-4.249972403
-81.23419957,-4.24996255
-81.23419326,-4.261567361
-81.23419326,-4.261557508
-81.23418976,-4.249962553
-81.23418975,-4.2499527
-81.23418345,-4.261587069
-81.23418345,-4.261567364
-81.23417994,-4.249952703
-81.23417994,-4.24994285
-81.23417364,-4.261596925
-81.23417364,-4.261587072
-81.23417012,-4.249942853
-81.23417012,-4.249933
-81.23416383,-4.261616634
-81.23416383,-4.261596928
-81.2341603,-4.249933003
-81.2341603,-4.249913298
-81.23415403,-4.261665901
-81.23415402,-4.261616637
-81.23415048,-4.249913301
-81.23415048,-4.249903448
-81.23414422,-4.261675757
-81.23414422,-4.261665904
-81.23414067,-4.249903451
-81.23414066,-4.249893598
-81.23413441,-4.261695465
-81.23413441,-4.26167576
-81.23413085,-4.249893601
-81.23413085,-4.249883748
-81.2341246,-4.261705321
-81.2341246,-4.261695468
-81.23412103,-4.249883751
-81.23412103,-4.249873898
-81.2341148,-4.26172503
-81.23411479,-4.261705324
-81.23411122,-4.249873901
-81.23411121,-4.249854196
-81.23410498,-4.261734885
-81.23410498,-4.261725033
-81.2341014,-4.249854199
-81.23410139,-4.249844346
-81.23409518,-4.261754594
-81.23409517,-4.261734888
-81.23409158,-4.249844349
-81.23409158,-4.249834496
-81.23408537,-4.261774303
-81.23408536,-4.261754597
-81.23408176,-4.249834499
-81.23408176,-4.249824646
-81.23407556,-4.261784158
-81.23407555,-4.261774306
-81.23407194,-4.249824649
-81.23407194,-4.249814796
-81.23406575,-4.261803867
-81.23406574,-4.261784161
-81.23406213,-4.249814799
-81.23406212,-4.249795094
-81.23405231,-4.249795097
-81.2340523,-4.249785244
-81.23404612,-4.261813726
-81.23404612,-4.261803873
-81.23404249,-4.249785247
-81.23404249,-4.249775394
-81.23403631,-4.261823582
-81.23403631,-4.261813729
-81.23403267,-4.249775397
-81.23403267,-4.249765544
-81.2340265,-4.26184329
-81.2340265,-4.261823585
-81.23402286,-4.249765547
-81.23402285,-4.249755695
-81.23401669,-4.261862999
-81.23401669,-4.261843293
-81.23401304,-4.249755698
-81.23401304,-4.249745845
-81.23400688,-4.261882707
-81.23400688,-4.261863002
-81.23400322,-4.249745848
-81.23400322,-4.249735995
-81.23399707,-4.261892563
-81.23399707,-4.26188271
-81.2339934,-4.249735998
-81.2339934,-4.249716292
-81.23398727,-4.261912272
-81.23398726,-4.261892566
-81.23398358,-4.249716295
-81.23398358,-4.249706442
-81.23397745,-4.261922127
-81.23397745,-4.261912275
-81.23397377,-4.249706445
-81.23397376,-4.249696593
-81.23396765,-4.261941836
-81.23396764,-4.26192213
-81.23396395,-4.249696596
-81.23396394,-4.24967689
-81.23395784,-4.261961545
-81.23395783,-4.261941839
-81.23395413,-4.249676893
-81.23395413,-4.24966704
-81.23394803,-4.261991106
-81.23394802,-4.261961548
-81.23394431,-4.249667043
-81.23394431,-4.24965719
-81.23393822,-4.262000962
-81.23393822,-4.261991109
-81.23393449,-4.249657193
-81.23393449,-4.249647341
-81.23392841,-4.262010818
-81.23392841,-4.262000965
-81.23392468,-4.249647344
-81.23392467,-4.249637491
-81.2339186,-4.262030526
-81.23391859,-4.262010821
-81.23391486,-4.249637494
-81.23391486,-4.249627641
-81.23390879,-4.262040382
-81.23390879,-4.262030529
-81.23390504,-4.249627644
-81.23390504,-4.249617791
-81.23389898,-4.262050238
-81.23389897,-4.262040385
-81.23389523,-4.249617794
-81.23389521,-4.249578383
-81.23388916,-4.262050241
-81.2338854,-4.249578386
-81.2338854,-4.249568533
-81.23386577,-4.249568539
-81.23386577,-4.249558686
-81.23385595,-4.249558689
-81.23385595,-4.249548836
-81.23385044,-4.263804051
-81.23385043,-4.26379599
-81.23384062,-4.263813907
-81.23384062,-4.263804054
-81.23384062,-4.263795993
-81.23384062,-4.263786141
-81.23384012,-4.262129078
-81.23384009,-4.262050256
-81.23383632,-4.249548842
-81.23383632,-4.24953899
-81.23383081,-4.263823763
-81.23383081,-4.26381391
-81.2338308,-4.263786144
-81.2338308,-4.263776291
-81.2338303,-4.262138934
-81.2338303,-4.262129081
-81.2338265,-4.249538992
-81.2338265,-4.24952914
-81.23382098,-4.263776294
-81.23382098,-4.263766441
-81.2338205,-4.262158642
-81.23382049,-4.262138937
-81.23381119,-4.263833621
-81.23381118,-4.263823769
-81.23381117,-4.263766444
-81.23381116,-4.263756591
-81.23381068,-4.262168498
-81.23381068,-4.262158645
-81.23380687,-4.249529146
-81.23380687,-4.249519293
-81.23380088,-4.262188207
-81.23380087,-4.262168501
-81.23379705,-4.249519296
-81.23379705,-4.249509443
-81.23379156,-4.26384348
-81.23379156,-4.263833627
-81.23379154,-4.263756597
-81.23379153,-4.263746744
-81.23379107,-4.262207915
-81.23379106,-4.26218821
-81.23378172,-4.263746747
-81.23378172,-4.263736895
-81.23378127,-4.262257182
-81.23378125,-4.262207918
-81.23377742,-4.249509449
-81.23377742,-4.249499596
-81.23377194,-4.263853339
-81.23377193,-4.263843486
-81.23377146,-4.262267038
-81.23377145,-4.262257185
-81.23376761,-4.249499599
-81.2337676,-4.249489746
-81.23376209,-4.263736901
-81.23376208,-4.263727048
-81.23376165,-4.262276894
-81.23376164,-4.262267041
-81.23375184,-4.262296603
-81.23375183,-4.262276897
-81.23374797,-4.249489752
-81.23374797,-4.249479899
-81.2337425,-4.263863201
-81.23374249,-4.263853348
-81.23374245,-4.263727054
-81.23374245,-4.263717201
-81.23374203,-4.262306458
-81.23374202,-4.262296606
-81.23373816,-4.249479902
-81.23373815,-4.249450344
-81.23373238,-4.262868071
-81.23373238,-4.26286001
-81.23373238,-4.262850158
-81.23373222,-4.262326167
-81.23373221,-4.262306461
-81.23372833,-4.249450347
-81.23372833,-4.249440494
-81.23372282,-4.263717207
-81.23372282,-4.263707354
-81.23372275,-4.2634888
-81.23372275,-4.26348074
-81.23372257,-4.262877927
-81.23372257,-4.262868074
-81.23372241,-4.262336023
-81.2337224,-4.26232617
-81.23371306,-4.263873063
-81.23371305,-4.26386321
-81.23371295,-4.263508509
-81.23371294,-4.263488803
-81.23371294,-4.263480743
-81.23371293,-4.26347089
-81.23371276,-4.262887783
-81.23371276,-4.26287793
-81.2337126,-4.262355731
-81.23371259,-4.262336026
-81.2337087,-4.2494405
-81.2337087,-4.249430647
-81.23370319,-4.26370736
-81.23370319,-4.263697507
-81.23370314,-4.26353807
-81.23370313,-4.263508512
-81.23370312,-4.263470893
-81.23370312,-4.26346104
-81.23370293,-4.262850167
-81.23370293,-4.262840314
-81.23370279,-4.26237544
-81.23370278,-4.262355734
-81.23369337,-4.26369751
-81.23369333,-4.263538073
