ESTE,NORTE
474553.8249,9530513.318
474553.8249,9530512.229
474554.914,9530512.229
474554.914,9530511.14
474568.1813,9530511.14
474568.1813,9530512.229
474573.6268,9530512.229
474573.6268,9530513.318
474575.805,9530513.318
474575.805,9530514.408
474576.8941,9530514.408
474576.8941,9530515.497
474577.9832,9530515.497
474577.9832,9530516.586
474579.0723,9530516.586
474579.0723,9530517.675
474581.2505,9530517.675
474581.2505,9530518.764
474582.3396,9530518.764
474588.8742,9530518.764
474588.8742,9530519.853
474589.9633,9530519.853
474589.9633,9530520.942
474592.1415,9530520.942
474592.1415,9530522.031
474593.2306,9530522.031
474593.2306,9530523.12
474594.3197,9530523.12
474594.3197,9530524.209
474596.4979,9530524.209
474596.4979,9530525.299
474597.587,9530525.299
474597.587,9530526.388
474598.6761,9530526.388
474598.6761,9530527.477
474600.8543,9530527.477
474600.8543,9530528.566
474601.9434,9530528.566
474601.9434,9530529.655
474603.0325,9530529.655
474603.0325,9530530.744
474605.2107,9530530.744
474605.2107,9530531.833
474606.2998,9530531.833
474606.2998,9530532.922
474607.3889,9530532.922
474607.3889,9530534.011
474609.369,9530534.011
474610.4581,9530534.011
474610.4581,9530532.922
474611.5472,9530532.922
474611.5472,9530531.833
474612.6363,9530531.833
474612.6363,9530530.744
474613.7254,9530530.744
474613.7254,9530529.655
474614.8145,9530529.655
474614.8145,9530528.566
474615.9036,9530528.566
474615.9036,9530526.388
474616.9927,9530526.388
474616.9927,9530525.299
474618.0818,9530525.299
474618.0818,9530524.209
474619.1709,9530524.209
474619.1709,9530523.12
474620.26,9530523.12
474620.26,9530520.942
474621.3491,9530520.942
474621.3491,9530519.853
474622.4382,9530519.853
474622.4382,9530518.764
474623.5273,9530518.764
474623.5273,9530517.675
474624.6164,9530517.675
474624.6164,9530515.497
474625.7055,9530515.497
474625.7055,9530514.408
474626.7946,9530514.408
474626.7946,9530513.318
474627.8837,9530513.318
474627.8837,9530511.14
474630.0619,9530511.14
474630.0619,9530510.051
474635.5074,9530510.051
474635.5074,9530508.962
474640.9529,9530508.962
474640.9529,9530507.873
474646.3984,9530507.873
474646.3984,9530506.784
474648.5766,9530506.784
474648.5766,9530505.695
474652.933,9530505.695
474652.933,9530504.606
474658.3785,9530504.606
474658.3785,9530503.517
474662.7349,9530503.517
474662.7349,9530502.427
474668.1804,9530502.427
474668.1804,9530501.338
474672.5368,9530501.338
474672.5368,9530500.249
474676.8932,9530500.249
474676.8932,9530499.16
474677.9823,9530499.16
474677.9823,9530498.071
474680.1605,9530498.071
474680.1605,9530496.982
474684.5169,9530496.982
474684.5169,9530495.893
474688.8733,9530495.893
474688.8733,9530494.804
474694.3188,9530494.804
474694.3188,9530493.715
474695.4079,9530493.715
474695.4079,9530475.2
474696.497,9530475.2
474696.497,9530474.111
474698.6752,9530474.111
474698.6752,9530473.022
474699.7643,9530473.022
474699.7643,9530471.933
474700.8534,9530471.933
474700.8534,9530470.844
474703.0316,9530470.844
474703.0316,9530469.754
474704.1207,9530469.754
474704.1207,9530468.665
474705.2098,9530468.665
474705.2098,9530467.576
474707.388,9530467.576
474707.388,9530466.487
474708.4771,9530466.487
474708.4771,9530465.398
474710.6553,9530465.398
474710.6553,9530464.309
474711.7444,9530464.309
474711.7444,9530463.22
474713.9226,9530463.22
474713.9226,9530462.131
474715.0117,9530462.131
474715.0117,9530461.042
474717.1899,9530461.042
474717.1899,9530459.953
474718.279,9530459.953
474718.279,9530458.863
474720.4572,9530458.863
474720.4572,9530457.774
474722.6354,9530457.774
474722.6354,9530456.685
474723.7245,9530456.685
474723.7245,9530455.596
474725.9027,9530455.596
474725.9027,9530454.507
474726.9918,9530454.507
474726.9918,9530453.418
474729.17,9530453.418
474729.17,9530452.329
474731.3482,9530452.329
474731.3482,9530451.24
474732.4373,9530451.24
474732.4373,9530450.151
474734.6155,9530450.151
474734.6155,9530449.062
474736.7937,9530449.062
474736.7937,9530447.972
474738.9719,9530447.972
474738.9719,9530446.883
474740.061,9530446.883
474740.061,9530445.794
474742.2392,9530445.794
474742.2392,9530444.705
474749.4174,9530444.705
474755.5065,9530444.705
474755.5065,9530445.794
474757.6847,9530445.794
474757.6847,9530446.883
474758.7738,9530446.883
474758.7738,9530447.972
474759.6648,9530447.972
474760.7539,9530447.972
474760.7539,9530445.794
474761.843,9530445.794
474761.843,9530444.705
474762.9321,9530444.705
474762.9321,9530443.616
474764.0212,9530443.616
474764.0212,9530441.438
474765.1103,9530441.438
474765.1103,9530440.349
474766.1994,9530440.349
474766.1994,9530439.26
474767.2885,9530439.26
474767.2885,9530438.171
474768.3776,9530438.171
474768.3776,9530435.992
474769.4667,9530435.992
474769.4667,9530434.903
474770.5558,9530434.903
474770.5558,9530433.814
474771.6449,9530433.814
474771.6449,9530431.636
474772.734,9530431.636
474772.734,9530430.547
474774.9122,9530430.547
474774.9122,9530429.458
474776.0013,9530429.458
474776.0013,9530428.369
474777.0904,9530428.369
474777.0904,9530427.28
474778.1795,9530427.28
474778.1795,9530425.101
474779.2686,9530425.101
474779.2686,9530424.012
474780.3577,9530424.012
474780.3577,9530422.923
474781.4468,9530422.923
474781.4468,9530420.745
474782.5359,9530420.745
474782.5359,9530419.656
474783.625,9530419.656
474783.625,9530418.567
474784.7141,9530418.567
474784.7141,9530417.478
474785.8032,9530417.478
474785.8032,9530416.389
474786.8923,9530416.389
474786.8923,9530415.299
474787.9814,9530415.299
474787.9814,9530414.21
474789.0705,9530414.21
474789.0705,9530413.121
474790.1596,9530413.121
474790.1596,9530412.032
474791.2487,9530412.032
474791.2487,9530410.943
474792.3378,9530410.943
474792.3378,9530409.854
474793.4269,9530409.854
474793.4269,9530408.765
474794.516,9530408.765
474794.516,9530407.676
474795.6051,9530407.676
474795.6051,9530406.587
474796.6942,9530406.587
474796.6942,9530405.498
474797.7833,9530405.498
474797.7833,9530403.319
474798.8724,9530403.319
474798.8724,9530402.23
474799.9615,9530402.23
474799.9615,9530401.141
474801.0506,9530401.141
474801.0506,9530400.052
474802.1397,9530400.052
474802.1397,9530398.963
474803.2288,9530398.963
474803.2288,9530397.874
474804.3179,9530397.874
474804.3179,9530396.785
474805.407,9530396.785
474805.407,9530395.696
474806.4961,9530395.696
474806.4961,9530394.607
474807.5852,9530394.607
474807.5852,9530392.428
474808.6743,9530392.428
474808.6743,9530391.339
474809.7634,9530391.339
474809.7634,9530390.25
474810.8525,9530390.25
474810.8525,9530389.161
474811.9416,9530389.161
474811.9416,9530388.072
474813.0307,9530388.072
474813.0307,9530386.983
474814.1198,9530386.983
474814.1198,9530385.894
474815.2089,9530385.894
474815.2089,9530383.716
474816.298,9530383.716
474816.298,9530382.626
474817.3871,9530382.626
474817.3871,9530381.537
474818.4762,9530381.537
474818.4762,9530380.448
474819.5653,9530380.448
474819.5653,9530377.181
474820.6544,9530377.181
474820.6544,9530375.003
474821.7435,9530375.003
474821.7435,9530373.914
474822.8326,9530373.914
474822.8326,9530372.825
474823.9217,9530372.825
474823.9217,9530370.646
474825.0108,9530370.646
474825.0108,9530369.557
474826.0999,9530369.557
474826.0999,9530367.379
474827.189,9530367.379
474827.189,9530366.29
474828.2781,9530366.29
474828.2781,9530365.201
474829.3672,9530365.201
474829.3672,9530364.112
474830.4563,9530364.112
474830.4563,9530361.934
474831.5454,9530361.934
474831.5454,9530360.844
474832.6345,9530360.844
474832.6345,9530358.666
474833.7236,9530358.666
474833.7236,9530357.577
474834.8127,9530357.577
474834.8127,9530355.399
474835.9018,9530355.399
474835.9018,9530351.043
474836.9909,9530351.043
474836.9909,9530347.775
474838.08,9530347.775
474838.08,9530345.597
474839.1691,9530345.597
474839.1691,9530343.419
474840.2582,9530343.419
474840.2582,9530341.241
474841.3473,9530341.241
474841.3473,9530339.062
474842.4364,9530339.062
474842.4364,9530337.973
474843.5255,9530337.973
474843.5255,9530337.082
474843.5255,9530335.993
474842.4364,9530335.993
474842.4364,9530334.904
474840.2582,9530334.904
474840.2582,9530333.815
474839.1691,9530333.815
474839.1691,9530332.726
474836.9909,9530332.726
474836.9909,9530331.637
474835.9018,9530331.637
474835.9018,9530330.548
474833.7236,9530330.548
474833.7236,9530329.459
474832.6345,9530329.459
474832.6345,9530328.37
474830.4563,9530328.37
474830.4563,9530327.28
474828.2781,9530327.28
474828.2781,9530326.191
474826.0999,9530326.191
474826.0999,9530311.835
474827.189,9530311.835
474827.189,9530309.855
474826.0999,9530309.855
474826.0999,9530308.766
474823.9217,9530308.766
474823.9217,9530307.677
474821.7435,9530307.677
474821.7435,9530306.588
474820.6544,9530306.588
474820.6544,9530305.498
474818.4762,9530305.498
474818.4762,9530304.409
474816.298,9530304.409
474816.298,9530303.32
474814.1198,9530303.32
474814.1198,9530302.231
474813.0307,9530302.231
474813.0307,9530301.142
474811.9416,9530301.142
474811.9416,9530288.964
474813.0307,9530288.964
474813.0307,9530287.875
474814.1198,9530287.875
474814.1198,9530286.786
474816.298,9530286.786
474816.298,9530285.697
474817.3871,9530285.697
474817.3871,9530284.607
474818.4762,9530284.607
474818.4762,9530283.518
474819.5653,9530283.518
474819.5653,9530282.429
474820.6544,9530282.429
474820.6544,9530278.073
474833.9217,9530278.073
474833.9217,9530279.162
474840.2582,9530279.162
474841.3473,9530279.162
474841.3473,9530278.073
474842.4364,9530278.073
474842.4364,9530276.984
474843.5255,9530276.984
474843.5255,9530275.895
474844.6146,9530275.895
474844.6146,9530274.806
474845.7037,9530274.806
474845.7037,9530273.716
474846.7928,9530273.716
474846.7928,9530270.449
474847.8819,9530270.449
474847.8819,9530268.271
474848.971,9530268.271
474848.971,9530265.004
474850.0601,9530265.004
474850.0601,9530262.825
474851.1492,9530262.825
474851.1492,9530260.647
474852.2383,9530260.647
474852.2383,9530257.38
474853.3274,9530257.38
474853.3274,9530255.202
474854.4165,9530255.202
474854.4165,9530250.845
474855.5056,9530250.845
474855.5056,9530247.578
474856.5947,9530247.578
474856.5947,9530245.4
474857.6838,9530245.4
474857.6838,9530243.222
474858.7729,9530243.222
474858.7729,9530242.133
474859.862,9530242.133
474859.862,9530241.043
474860.9511,9530241.043
474860.9511,9530238.865
474862.0402,9530238.865
474862.0402,9530237.776
474864.2184,9530237.776
474864.2184,9530236.687
474865.3075,9530236.687
474865.3075,9530235.598
474866.3966,9530235.598
474866.3966,9530234.509
474868.5748,9530234.509
474868.5748,9530233.42
474869.6639,9530233.42
474869.6639,9530232.331
474871.8421,9530232.331
474871.8421,9530231.242
474874.0203,9530231.242
474874.0203,9530230.152
474875.1094,9530230.152
474875.1094,9530229.063
474877.2876,9530229.063
474877.2876,9530227.974
474879.4658,9530227.974
474879.4658,9530226.885
474880.5549,9530226.885
474880.5549,9530225.796
474881.644,9530225.796
474881.644,9530224.707
474883.8222,9530224.707
474883.8222,9530223.618
474884.9113,9530223.618
474884.9113,9530222.529
474886.0004,9530222.529
474886.0004,9530220.351
474887.0895,9530220.351
474887.0895,9530219.261
474888.1786,9530219.261
474888.1786,9530218.172
474889.2677,9530218.172
474889.2677,9530217.083
474890.3568,9530217.083
474890.3568,9530215.994
474891.4459,9530215.994
474891.4459,9530213.816
474892.535,9530213.816
474892.535,9530212.727
474893.6241,9530212.727
474893.6241,9530211.638
474895.8023,9530211.638
474895.8023,9530209.46
474896.8914,9530209.46
474896.8914,9530208.37
474897.9805,9530208.37
474897.9805,9530207.281
474899.0696,9530207.281
474899.0696,9530205.103
474900.1587,9530205.103
474900.1587,9530204.014
474901.2478,9530204.014
474901.2478,9530202.925
474902.3369,9530202.925
474902.3369,9530201.836
474904.5151,9530201.836
474904.5151,9530200.747
474905.6042,9530200.747
474905.6042,9530199.658
474907.7824,9530199.658
474907.7824,9530198.569
474911.0497,9530198.569
474911.0497,9530197.479
474912.1388,9530197.479
474912.1388,9530196.39
474913.2279,9530196.39
474913.2279,9530195.301
474914.317,9530195.301
474914.317,9530193.123
474916.4952,9530193.123
474916.4952,9530192.034
474919.7625,9530192.034
474919.7625,9530190.945
474923.0298,9530190.945
474923.0298,9530189.856
474924.1189,9530189.856
474924.1189,9530188.767
474925.208,9530188.767
474925.208,9530187.678
474926.2971,9530187.678
474926.2971,9530186.588
474927.3862,9530186.588
474927.3862,9530185.499
474928.4753,9530185.499
474928.4753,9530184.41
474929.5644,9530184.41
474929.5644,9530182.232
474930.6535,9530182.232
474930.6535,9530181.143
474931.7426,9530181.143
474931.7426,9530180.054
474932.8317,9530180.054
474932.8317,9530178.965
474933.9208,9530178.965
474933.9208,9530177.876
474935.0099,9530177.876
474935.0099,9530176.787
474936.099,9530176.787
474936.099,9530175.697
474937.1881,9530175.697
474937.1881,9530174.608
474938.2772,9530174.608
474938.2772,9530173.519
474939.3663,9530173.519
474939.3663,9530172.43
474940.4554,9530172.43
474940.4554,9530171.341
474941.5445,9530171.341
474941.5445,9530169.163
474942.6336,9530169.163
474942.6336,9530166.985
474943.7227,9530166.985
474943.7227,9530165.896
474944.8118,9530165.896
474944.8118,9530164.806
474945.9009,9530164.806
474945.9009,9530162.628
474946.99,9530162.628
474946.99,9530161.539
474948.0791,9530161.539
474948.0791,9530159.361
474949.1682,9530159.361
474949.1682,9530158.272
474950.2573,9530158.272
474950.2573,9530157.183
474951.3464,9530157.183
474951.3464,9530155.005
474952.4355,9530155.005
474952.4355,9530153.915
474953.5246,9530153.915
474953.5246,9530152.826
474954.6137,9530152.826
474954.6137,9530151.737
474955.7028,9530151.737
474955.7028,9530150.648
474956.7919,9530150.648
474956.7919,9530149.559
474957.881,9530149.559
474957.881,9530148.47
474958.9701,9530148.47
474958.9701,9530147.381
474960.0592,9530147.381
474960.0592,9530146.292
474961.1483,9530146.292
474961.1483,9530145.203
474962.2374,9530145.203
474962.2374,9530144.114
474964.4156,9530144.114
474964.4156,9530143.024
474965.5047,9530143.024
474965.5047,9530140.846
474966.5938,9530140.846
474966.5938,9530139.757
474967.6829,9530139.757
474967.6829,9530137.579
474968.772,9530137.579
474968.772,9530136.49
474969.8611,9530136.49
474969.8611,9530135.401
474970.9502,9530135.401
474970.9502,9530134.312
474976.3957,9530134.312
474976.3957,9530133.223
474984.0194,9530133.223
474984.0194,9530132.133
474991.6431,9530132.133
474991.6431,9530131.044
474999.2668,9530131.044
474999.2668,9530129.955
475016.8905,9530129.955
475016.8905,9530131.044
475017.9796,9530131.044
475017.9796,9530132.133
475019.9597,9530132.133
475022.1379,9530132.133
475022.1379,9530131.044
475023.227,9530131.044
475023.227,9530129.955
475024.3161,9530129.955
475024.3161,9530128.866
475025.4052,9530128.866
475025.4052,9530127.777
475027.5834,9530127.777
475027.5834,9530126.688
475028.6725,9530126.688
475028.6725,9530125.599
475029.7616,9530125.599
475029.7616,9530124.51
475031.9398,9530124.51
475031.9398,9530123.421
475033.0289,9530123.421
475033.0289,9530122.332
475034.118,9530122.332
475034.118,9530121.242
475038.4744,9530121.242
475038.4744,9530120.153
475041.7417,9530120.153
475041.7417,9530119.064
475042.8308,9530119.064
475042.8308,9530117.975
475043.9199,9530117.975
475043.9199,9530116.886
475045.009,9530116.886
475045.009,9530115.797
475046.0981,9530115.797
475046.0981,9530114.708
475047.1872,9530114.708
475047.1872,9530113.619
475048.2763,9530113.619
475048.2763,9530112.53
475049.3654,9530112.53
475049.3654,9530111.441
475050.4545,9530111.441
475050.4545,9530110.351
475051.5436,9530110.351
475051.5436,9530109.262
475052.6327,9530109.262
475052.6327,9530108.173
475053.7218,9530108.173
475053.7218,9530107.084
475054.8109,9530107.084
475054.8109,9530105.995
475055.9,9530105.995
475055.9,9530104.906
475056.9891,9530104.906
475056.9891,9530103.817
475058.0782,9530103.817
475058.0782,9530101.639
475059.1673,9530101.639
475059.1673,9530100.55
475060.2564,9530100.55
475060.2564,9530099.46
475061.3455,9530099.46
475061.3455,9530098.371
475062.4346,9530098.371
475062.4346,9530097.282
475063.5237,9530097.282
475063.5237,9530095.104
475064.6128,9530095.104
475064.6128,9530094.015
475065.7019,9530094.015
475065.7019,9530092.926
475066.791,9530092.926
475066.791,9530091.837
475067.8801,9530091.837
475067.8801,9530089.659
475068.9692,9530089.659
475068.9692,9530088.569
475070.0583,9530088.569
475070.0583,9530087.48
475071.1474,9530087.48
475071.1474,9530086.391
475072.2365,9530086.391
475072.2365,9530085.302
475073.3256,9530085.302
475073.3256,9530083.124
475074.4147,9530083.124
475074.4147,9530082.035
475075.5038,9530082.035
475075.5038,9530080.946
475076.5929,9530080.946
475076.5929,9530079.857
475077.682,9530079.857
475077.682,9530076.589
475078.7711,9530076.589
475078.7711,9530075.5
475079.8602,9530075.5
475079.8602,9530074.411
475080.9493,9530074.411
475080.9493,9530073.322
475082.0384,9530073.322
475082.0384,9530072.233
475083.1275,9530072.233
475083.1275,9530071.144
475084.2166,9530071.144
475084.2166,9530070.055
475085.3057,9530070.055
475085.3057,9530068.966
475086.3948,9530068.966
475086.3948,9530067.877
475087.4839,9530067.877
475087.4839,9530066.787
475088.573,9530066.787
475088.573,9530064.609
475089.6621,9530064.609
475089.6621,9530063.52
475090.7512,9530063.52
475090.7512,9530062.431
475091.8403,9530062.431
475091.8403,9530061.342
475092.9294,9530061.342
475092.9294,9530060.253
475094.0185,9530060.253
475094.0185,9530059.164
475095.1076,9530059.164
475095.1076,9530058.075
475096.1967,9530058.075
475096.1967,9530055.896
475097.2858,9530055.896
475097.2858,9530054.807
475098.3749,9530054.807
475098.3749,9530053.718
475099.464,9530053.718
475099.464,9530052.629
475100.5531,9530052.629
475100.5531,9530051.54
475101.6422,9530051.54
475101.6422,9530049.362
475102.7313,9530049.362
475102.7313,9530048.273
475103.8204,9530048.273
475103.8204,9530047.184
475104.9095,9530047.184
475104.9095,9530046.095
475105.9986,9530046.095
475105.9986,9530045.005
475107.0877,9530045.005
475107.0877,9530043.916
475108.1768,9530043.916
475108.1768,9530042.827
475109.2659,9530042.827
475109.2659,9530040.649
475110.355,9530040.649
475110.355,9530039.56
475111.4441,9530039.56
475111.4441,9530038.471
475112.5332,9530038.471
475112.5332,9530037.382
475113.6223,9530037.382
475113.6223,9530036.293
475114.7114,9530036.293
475114.7114,9530035.204
475115.8005,9530035.204
475115.8005,9530034.114
475116.8896,9530034.114
475116.8896,9530033.025
475117.9787,9530033.025
475117.9787,9530031.936
475117.9787,9530028.669
475119.0678,9530028.669
475119.0678,9530027.58
475120.1569,9530027.58
475120.1569,9530026.491
475121.246,9530026.491
475121.246,9530025.402
475122.3351,9530025.402
475122.3351,9530024.313
475123.4242,9530024.313
475123.4242,9530023.223
475124.5133,9530023.223
475124.5133,9530022.134
475125.6024,9530022.134
475125.6024,9530021.045
475126.6915,9530021.045
475126.6915,9530019.956
475127.7806,9530019.956
475127.7806,9530019.065
475126.6915,9530019.065
475126.6915,9530017.976
475125.6024,9530017.976
475125.6024,9530016.887
475123.4242,9530016.887
475123.4242,9530015.798
475122.3351,9530015.798
475122.3351,9530014.709
475121.246,9530014.709
475121.246,9530013.62
475120.1569,9530013.62
475120.1569,9530012.531
475119.0678,9530012.531
475119.0678,9530011.441
475117.9787,9530011.441
475117.9787,9530010.352
475116.8896,9530010.352
475116.8896,9530009.263
475115.8005,9530009.263
475115.8005,9530008.174
475113.6223,9530008.174
475113.6223,9529994.907
475114.7114,9529994.907
475114.7114,9529993.818
475116.8896,9529993.818
475116.8896,9529992.729
475117.9787,9529992.729
475117.9787,9529991.64
475120.1569,9529991.64
475120.1569,9529990.55
475121.246,9529990.55
475121.246,9529989.461
475122.3351,9529989.461
475122.3351,9529988.372
475124.5133,9529988.372
475124.5133,9529987.283
475125.6024,9529987.283
475125.6024,9529986.194
475126.6915,9529986.194
475126.6915,9529985.105
475127.7806,9529985.105
475127.7806,9529984.016
475128.8697,9529984.016
475128.8697,9529982.927
475129.9588,9529982.927
475129.9588,9529981.838
475131.0479,9529981.838
475131.0479,9529980.749
475132.137,9529980.749
475132.137,9529979.659
475133.2261,9529979.659
475133.2261,9529978.57
475134.3152,9529978.57
475134.3152,9529977.481
475135.4043,9529977.481
475135.4043,9529975.303
475136.4934,9529975.303
475136.4934,9529974.214
475137.5825,9529974.214
475137.5825,9529973.125
475138.6716,9529973.125
475138.6716,9529972.234
475138.6716,9529968.967
475137.5825,9529968.967
475137.5825,9529966.788
475136.4934,9529966.788
475136.4934,9529963.521
475135.4043,9529963.521
475135.4043,9529961.343
475134.3152,9529961.343
475134.3152,9529959.165
475133.2261,9529959.165
475133.2261,9529958.076
475132.137,9529958.076
475132.137,9529955.897
475131.0479,9529955.897
475131.0479,9529954.808
475129.9588,9529954.808
475129.9588,9529953.719
475128.8697,9529953.719
475128.8697,9529951.541
475126.6915,9529951.541
475126.6915,9529944.363
475126.6915,9529937.185
475128.8697,9529937.185
475128.8697,9529936.095
475129.9588,9529936.095
475129.9588,9529934.115
475129.9588,9529933.026
475128.8697,9529933.026
475128.8697,9529931.937
475127.7806,9529931.937
475127.7806,9529930.848
475126.6915,9529930.848
475126.6915,9529929.759
475125.6024,9529929.759
475125.6024,9529927.581
475124.5133,9529927.581
475124.5133,9529926.492
475123.4242,9529926.492
475123.4242,9529925.403
475122.3351,9529925.403
475122.3351,9529923.224
475121.246,9529923.224
475121.246,9529922.135
475120.1569,9529922.135
475120.1569,9529921.046
475119.0678,9529921.046
475119.0678,9529919.957
475117.9787,9529919.957
475117.9787,9529918.868
475116.8896,9529918.868
475116.8896,9529917.779
475115.8005,9529917.779
475115.8005,9529916.69
475114.7114,9529916.69
475114.7114,9529915.601
475113.6223,9529915.601
475113.6223,9529914.512
475112.5332,9529914.512
475112.5332,9529913.422
475111.4441,9529913.422
475111.4441,9529900.155
475112.5332,9529900.155
475112.5332,9529896.888
475113.6223,9529896.888
475113.6223,9529894.71
475114.7114,9529894.71
475114.7114,9529891.442
475115.8005,9529891.442
475115.8005,9529889.264
475116.8896,9529889.264
475116.8896,9529885.997
475117.9787,9529885.997
475117.9787,9529883.819
475119.0678,9529883.819
475119.0678,9529880.551
475120.1569,9529880.551
475120.1569,9529877.284
475121.246,9529877.284
475121.246,9529874.017
475122.3351,9529874.017
475122.3351,9529868.571
475123.4242,9529868.571
475123.4242,9529866.393
475124.5133,9529866.393
475124.5133,9529865.304
475125.6024,9529865.304
475125.6024,9529863.126
475126.6915,9529863.126
475126.6915,9529862.037
475127.7806,9529862.037
475127.7806,9529860.948
475128.8697,9529860.948
475128.8697,9529859.858
475129.9588,9529859.858
475129.9588,9529858.769
475131.0479,9529858.769
475131.0479,9529857.68
475132.137,9529857.68
475132.137,9529855.502
475133.2261,9529855.502
475133.2261,9529854.413
475134.3152,9529854.413
475134.3152,9529853.324
475135.4043,9529853.324
475135.4043,9529852.235
475136.4934,9529852.235
475136.4934,9529851.146
475137.5825,9529851.146
475137.5825,9529850.057
475138.6716,9529850.057
475138.6716,9529849.166
475137.5825,9529849.166
475137.5825,9529848.076
475135.4043,9529848.076
475135.4043,9529846.987
475133.2261,9529846.987
475133.2261,9529845.898
475131.0479,9529845.898
475131.0479,9529844.809
475129.9588,9529844.809
475129.9588,9529837.631
475129.9588,9529830.453
475131.0479,9529830.453
475131.0479,9529827.185
475132.137,9529827.185
475132.137,9529826.096
475133.2261,9529826.096
475133.2261,9529820.651
475134.3152,9529820.651
475134.3152,9529816.294
475135.4043,9529816.294
475135.4043,9529813.027
475136.4934,9529813.027
475136.4934,9529808.671
475137.5825,9529808.671
475137.5825,9529806.493
475140.8498,9529806.493
475140.8498,9529804.314
475141.9389,9529804.314
475141.9389,9529802.136
475143.028,9529802.136
475143.028,9529799.958
475144.1171,9529799.958
475144.1171,9529796.691
475145.2062,9529796.691
475145.2062,9529793.423
475146.2953,9529793.423
475146.2953,9529789.067
475147.3844,9529789.067
475147.3844,9529785.8
475148.4735,9529785.8
475148.4735,9529783.621
475149.5626,9529783.621
475149.5626,9529782.532
475149.5626,9529782.087
475149.5626,9529775.998
475150.6517,9529775.998
475150.6517,9529773.82
475151.7408,9529773.82
475151.7408,9529770.552
475152.8299,9529770.552
475152.8299,9529767.285
475153.919,9529767.285
475153.919,9529764.018
475155.0081,9529764.018
475155.0081,9529759.661
475156.0972,9529759.661
475156.0972,9529756.394
475157.1863,9529756.394
475157.1863,9529753.127
475158.2754,9529753.127
475158.2754,9529749.859
475159.3645,9529749.859
475159.3645,9529746.592
475160.4536,9529746.592
475160.4536,9529740.057
475161.5427,9529740.057
475161.5427,9529736.79
475162.6318,9529736.79
475162.6318,9529733.523
475163.7209,9529733.523
475163.7209,9529729.166
475164.81,9529729.166
475164.81,9529726.988
475168.0773,9529726.988
475168.0773,9529722.632
475169.1664,9529722.632
475169.1664,9529718.275
475170.2555,9529718.275
475170.2555,9529712.83
475171.3446,9529712.83
475171.3446,9529707.384
475172.4337,9529707.384
475172.4337,9529703.028
475173.5228,9529703.028
475173.5228,9529696.493
475174.6119,9529696.493
475174.6119,9529692.137
475175.701,9529692.137
475175.701,9529688.87
475176.7901,9529688.87
475176.7901,9529685.602
475177.8792,9529685.602
475177.8792,9529682.335
475178.9683,9529682.335
475178.9683,9529677.979
475180.0574,9529677.979
475180.0574,9529672.533
475181.1465,9529672.533
475181.1465,9529667.088
475182.2356,9529667.088
475182.2356,9529662.731
475185.5029,9529662.731
475186.592,9529662.731
475186.592,9529660.553
475187.6811,9529660.553
475187.6811,9529658.375
475188.7702,9529658.375
475188.7702,9529655.108
475189.8593,9529655.108
475189.8593,9529652.929
475190.9484,9529652.929
475190.9484,9529650.751
475192.0375,9529650.751
475192.0375,9529649.662
475193.1266,9529649.662
475193.1266,9529647.484
475194.2157,9529647.484
475194.2157,9529645.306
475195.3048,9529645.306
475195.3048,9529642.038
475196.3939,9529642.038
475196.3939,9529638.771
475197.483,9529638.771
475197.483,9529635.504
475211.8394,9529635.504
475211.8394,9529636.593
475212.7304,9529636.593
475212.7304,9529635.504
475213.8195,9529635.504
475213.8195,9529632.237
475214.9086,9529632.237
475214.9086,9529630.058
475215.9977,9529630.058
475215.9977,9529627.88
475217.0868,9529627.88
475217.0868,9529625.702
475218.1759,9529625.702
475218.1759,9529624.613
475219.265,9529624.613
475219.265,9529623.524
475220.3541,9529623.524
475220.3541,9529621.346
475221.4432,9529621.346
475221.4432,9529620.256
475222.5323,9529620.256
475222.5323,9529618.078
475223.6214,9529618.078
475223.6214,9529615.9
475224.7105,9529615.9
475224.7105,9529613.722
475225.7996,9529613.722
475225.7996,9529611.544
475226.8887,9529611.544
475226.8887,9529608.276
475227.9778,9529608.276
475227.9778,9529605.009
475229.0669,9529605.009
475229.0669,9529602.831
475230.156,9529602.831
475230.156,9529599.564
475231.2451,9529599.564
475231.2451,9529598.474
475232.3342,9529598.474
475232.3342,9529596.296
475233.4233,9529596.296
475233.4233,9529595.207
475234.5124,9529595.207
475234.5124,9529594.118
475238.8688,9529594.118
475238.8688,9529593.029
475239.9579,9529593.029
475239.9579,9529591.94
475241.047,9529591.94
475241.047,9529590.851
475242.1361,9529590.851
475242.1361,9529589.762
475243.2252,9529589.762
475243.2252,9529588.673
475244.3143,9529588.673
475244.3143,9529587.583
475245.4034,9529587.583
475245.4034,9529585.405
475246.4925,9529585.405
475246.4925,9529584.316
475247.5816,9529584.316
475247.5816,9529583.227
475254.1162,9529583.227
475255.2053,9529583.227
475255.2053,9529582.138
475256.2944,9529582.138
475256.2944,9529581.049
475257.3835,9529581.049
475257.3835,9529579.96
475258.4726,9529579.96
475258.4726,9529578.871
475259.5617,9529578.871
475259.5617,9529577.782
475260.6508,9529577.782
475260.6508,9529576.692
475261.7399,9529576.692
475261.7399,9529575.603
475262.829,9529575.603
475262.829,9529574.514
475263.9181,9529574.514
475263.9181,9529572.336
475265.0072,9529572.336
475265.0072,9529571.247
475266.0963,9529571.247
475266.0963,9529569.069
475267.1854,9529569.069
475267.1854,9529566.891
475268.2745,9529566.891
