X,Y
-81.23232074,-4.257137882
-81.23232074,-4.257108324
-81.23232008,-4.254922797
-81.23232008,-4.254912944
-81.23232002,-4.254714096
-81.23232001,-4.254704243
-81.23231982,-4.254063812
-81.23231981,-4.254024401
-81.23231978,-4.25390796
-81.23231976,-4.253852873
-81.23231974,-4.253797787
-81.23231094,-4.257157591
-81.23231093,-4.257137885
-81.23231021,-4.254723952
-81.2323102,-4.254714099
-81.23231002,-4.254103226
-81.23231001,-4.254063815
-81.23230113,-4.257187152
-81.23230112,-4.257157594
-81.2323004,-4.254733808
-81.23230039,-4.254723955
-81.23230022,-4.25414264
-81.23230021,-4.254103229
-81.23230004,-4.253561326
-81.23230004,-4.253551473
-81.23229793,-4.246498667
-81.23229793,-4.246488815
-81.23229132,-4.257187155
-81.23229058,-4.254743663
-81.23229058,-4.254733811
-81.23229042,-4.254191907
-81.2322904,-4.254142643
-81.23229023,-4.253571181
-81.23229023,-4.253561329
-81.23228077,-4.254753519
-81.23228077,-4.254743666
-81.23228061,-4.254221468
-81.23228061,-4.25419191
-81.23228045,-4.253681357
-81.23228042,-4.253571184
-81.23227096,-4.254763375
-81.23227096,-4.254753522
-81.23227081,-4.254260883
-81.2322708,-4.254221471
-81.23226848,-4.246488824
-81.23226848,-4.246478971
-81.23226115,-4.254773231
-81.23226115,-4.254763378
-81.23226101,-4.25431015
-81.232261,-4.254260886
-81.23225134,-4.254783086
-81.23225134,-4.254773234
-81.23225121,-4.254349564
-81.2322512,-4.254310152
-81.23224885,-4.246478977
-81.23224885,-4.246469124
-81.23224238,-4.257640398
-81.23224238,-4.257622485
-81.23224236,-4.257573221
-81.23224146,-4.254558267
-81.23224146,-4.254548415
-81.23224141,-4.254398831
-81.2322414,-4.254349567
-81.23223257,-4.257650254
-81.23223257,-4.257640401
-81.23223255,-4.257573224
-81.23223252,-4.257474696
-81.23223172,-4.254792945
-81.23223171,-4.254783092
-81.23223161,-4.254438245
-81.2322316,-4.254398834
-81.23222922,-4.24646913
-81.23222276,-4.257660109
-81.23222276,-4.257650257
-81.23222271,-4.257474699
-81.23222269,-4.257435288
-81.23222262,-4.257197028
-81.23222262,-4.257187176
-81.2322219,-4.254802801
-81.2322219,-4.254792948
-81.23222183,-4.25454842
-81.2322218,-4.254438248
-81.23221295,-4.257669965
-81.23221295,-4.257660112
-81.23221288,-4.25743529
-81.23221287,-4.257386027
-81.23221283,-4.257252118
-81.23221281,-4.257197031
-81.23221212,-4.254912977
-81.23221209,-4.254802804
-81.23220314,-4.257689674
-81.23220314,-4.257669968
-81.23219333,-4.25769953
-81.23219333,-4.257689677
-81.23218997,-4.246469142
-81.23218996,-4.246459289
-81.23218352,-4.257709385
-81.23218352,-4.257699532
-81.23217371,-4.257729094
-81.23217371,-4.257709388
-81.23217212,-4.246459294
-81.2321639,-4.25773895
-81.2321639,-4.257729097
-81.23216231,-4.24646915
-81.23216231,-4.246459297
-81.23215409,-4.257758658
-81.23215409,-4.257738953
-81.2321525,-4.246479006
-81.2321525,-4.246469153
-81.23214428,-4.257778367
-81.23214428,-4.257758661
-81.23214269,-4.246488861
-81.23214269,-4.246479009
-81.23213448,-4.257798075
-81.23213447,-4.25777837
-81.23213288,-4.24650857
-81.23213288,-4.246488864
-81.23212467,-4.257807931
-81.23212466,-4.257798078
-81.23212307,-4.246518426
-81.23212307,-4.246508573
-81.23211486,-4.25782764
-81.23211485,-4.257807934
-81.23211326,-4.246528281
-81.23211326,-4.246518429
-81.23210505,-4.257837495
-81.23210504,-4.257827642
-81.23210345,-4.246538137
-81.23210345,-4.246528284
-81.23209524,-4.257847351
-81.23209523,-4.257837498
-81.23209364,-4.246557846
-81.23209363,-4.24653814
-81.23208543,-4.25786706
-81.23208542,-4.257847354
-81.23208383,-4.246567702
-81.23208383,-4.246557849
-81.23207402,-4.246577557
-81.23207402,-4.246567704
-81.23206421,-4.246587413
-81.2320642,-4.24657756
-81.23205599,-4.257876921
-81.23205599,-4.257867068
-81.2320544,-4.246607122
-81.23205439,-4.246587416
-81.23204618,-4.257886777
-81.23204617,-4.257876924
-81.23204459,-4.246616977
-81.23204459,-4.246607125
-81.23203637,-4.257896633
-81.23203636,-4.25788678
-81.23201674,-4.257916344
-81.23201674,-4.257896639
-81.23200693,-4.2579262
-81.23200693,-4.257916347
-81.23199713,-4.257965614
-81.23199712,-4.257926203
-81.23198732,-4.25797547
-81.23198732,-4.257965617
-81.23197751,-4.257995178
-81.23197751,-4.257975473
-81.2319677,-4.258005034
-81.2319677,-4.257995181
-81.23195789,-4.258024743
-81.23195789,-4.258005037
-81.23194808,-4.258044451
-81.23194808,-4.258024746
-81.23193827,-4.258054307
-81.23193827,-4.258044454
-81.23192847,-4.258074016
-81.23192846,-4.25805431
-81.23192504,-4.246617013
-81.23192503,-4.246607161
-81.23191866,-4.258093724
-81.23191865,-4.258074019
-81.23191522,-4.246607163
-81.23191522,-4.246597311
-81.23190885,-4.258113433
-81.23190884,-4.258093727
-81.2319054,-4.246597314
-81.2319054,-4.246577608
-81.23189904,-4.258123288
-81.23189904,-4.258113436
-81.23189558,-4.246577611
-81.23189558,-4.246567758
-81.23188923,-4.258133144
-81.23188922,-4.258123291
-81.23188577,-4.246567761
-81.23188576,-4.246557908
-81.23187942,-4.258143
-81.23187941,-4.258133147
-81.23187595,-4.246557911
-81.23187595,-4.246548059
-81.23186961,-4.258152856
-81.2318696,-4.258143003
-81.23186613,-4.246548062
-81.23186613,-4.246538209
-81.2318598,-4.258172564
-81.23185979,-4.258152859
-81.23185632,-4.246538212
-81.23185631,-4.246528359
-81.23184999,-4.25818242
-81.23184998,-4.258172567
-81.2318465,-4.246528362
-81.2318465,-4.246518509
-81.23184018,-4.258202128
-81.23184017,-4.258182423
-81.23183668,-4.246518512
-81.23183668,-4.246498806
-81.23183038,-4.258251395
-81.23183036,-4.258202131
-81.23182686,-4.246498809
-81.23182686,-4.246488957
-81.23182057,-4.258261251
-81.23182056,-4.258251398
-81.23181705,-4.24648896
-81.23181704,-4.246479107
-81.23181076,-4.25828096
-81.23181075,-4.258261254
-81.23180723,-4.24647911
-81.23180723,-4.246469257
-81.23180095,-4.258290815
-81.23180095,-4.258280963
-81.23179741,-4.24646926
-81.23179741,-4.246459407
-81.23179114,-4.258310524
-81.23179113,-4.258290818
-81.2317876,-4.24645941
-81.23178759,-4.246439704
-81.23178133,-4.25832038
-81.23178133,-4.258310527
-81.23177778,-4.246439707
-81.23177777,-4.246429855
-81.23177152,-4.258340088
-81.23177152,-4.258320383
-81.23176796,-4.246429858
-81.23176796,-4.246420005
-81.23176171,-4.258359797
-81.23176171,-4.258340091
-81.23175814,-4.246420008
-81.23175814,-4.246410155
-81.2317519,-4.258369653
-81.2317519,-4.2583598
-81.23174833,-4.246410158
-81.23174832,-4.246400305
-81.23174209,-4.258389361
-81.23174209,-4.258369655
-81.23173851,-4.246400308
-81.2317385,-4.246380602
-81.23172869,-4.246380605
-81.23172869,-4.246370753
-81.23172247,-4.25839922
-81.23172247,-4.258389367
-81.23171887,-4.246370756
-81.23171887,-4.246360903
-81.23171266,-4.258409076
-81.23171265,-4.258399223
-81.23170906,-4.246360906
-81.23170905,-4.246351053
-81.23170285,-4.258428784
-81.23170284,-4.258409078
-81.23169924,-4.246351056
-81.23169924,-4.246341203
-81.23169304,-4.258448493
-81.23169304,-4.258428787
-81.23168942,-4.246341206
-81.23168942,-4.246331353
-81.23168323,-4.258468201
-81.23168323,-4.258448496
-81.23167961,-4.246331356
-81.2316796,-4.246321503
-81.23167342,-4.258478057
-81.23167342,-4.258468204
-81.23166979,-4.246321506
-81.23166978,-4.246301801
-81.23166361,-4.258497765
-81.23166361,-4.25847806
-81.23165997,-4.246301804
-81.23165997,-4.246291951
-81.2316538,-4.258507621
-81.2316538,-4.258497768
-81.23165015,-4.246291954
-81.23165015,-4.246282101
-81.231644,-4.25852733
-81.23164399,-4.258507624
-81.23164034,-4.246282104
-81.23164033,-4.246262399
-81.23163419,-4.258547038
-81.23163418,-4.258527333
-81.23163052,-4.246262401
-81.23163051,-4.246252549
-81.23162438,-4.2585766
-81.23162437,-4.258547041
-81.2316207,-4.246252552
-81.2316207,-4.246242699
-81.23161457,-4.258586455
-81.23161457,-4.258576603
-81.23161088,-4.246242702
-81.23161088,-4.246232849
-81.23160476,-4.258596311
-81.23160476,-4.258586458
-81.23160107,-4.246232852
-81.23160106,-4.246222999
-81.23159495,-4.25861602
-81.23159495,-4.258596314
-81.23159125,-4.246223002
-81.23159125,-4.246213149
-81.23158514,-4.258625875
-81.23158514,-4.258616023
-81.23158143,-4.246213152
-81.23158143,-4.246203299
-81.23157533,-4.258635731
-81.23157533,-4.258625878
-81.23157162,-4.246203302
-81.2315716,-4.246163891
-81.23156552,-4.258635734
-81.23156179,-4.246163894
-81.23156179,-4.246154041
-81.23154216,-4.246154047
-81.23154216,-4.246144195
-81.23153234,-4.246144197
-81.23153234,-4.246134345
-81.23152678,-4.260389542
-81.23152678,-4.260381482
-81.23151697,-4.260399398
-81.23151697,-4.260389545
-81.23151697,-4.260381485
-81.23151696,-4.260371632
-81.23151647,-4.258714571
-81.23151645,-4.258635749
-81.23151271,-4.246134351
-81.23151271,-4.246124498
-81.23150716,-4.260409254
-81.23150716,-4.260399401
-81.23150715,-4.260371635
-81.23150715,-4.260361782
-81.23150666,-4.258724427
-81.23150665,-4.258714574
-81.23150289,-4.246124501
-81.23150289,-4.246114648
-81.23149733,-4.260361785
-81.23149733,-4.260351932
-81.23149685,-4.258744135
-81.23149684,-4.25872443
-81.23148754,-4.260419112
-81.23148753,-4.26040926
-81.23148752,-4.260351935
-81.23148751,-4.260342082
-81.23148704,-4.258753991
-81.23148704,-4.258744138
-81.23148326,-4.246114654
-81.23148326,-4.246104801
-81.23147723,-4.2587737
-81.23147722,-4.258753994
-81.23147345,-4.246104804
-81.23147344,-4.246094951
-81.23146791,-4.260428971
-81.23146791,-4.260419118
-81.23146789,-4.260342088
-81.23146788,-4.260332235
-81.23146742,-4.258793408
-81.23146742,-4.258773703
-81.23145807,-4.260332238
-81.23145807,-4.260322386
-81.23145762,-4.258842675
-81.23145761,-4.258793411
-81.23145382,-4.246094957
-81.23145381,-4.246085104
-81.23144829,-4.26043883
-81.23144828,-4.260428977
-81.23144781,-4.258852531
-81.23144781,-4.258842678
-81.231444,-4.246085107
-81.231444,-4.246075254
-81.23143844,-4.260322391
-81.23143843,-4.260312539
-81.231438,-4.258862387
-81.231438,-4.258852534
-81.23142819,-4.258882095
-81.23142819,-4.25886239
-81.23142437,-4.24607526
-81.23142437,-4.246065408
-81.23141885,-4.260448691
-81.23141884,-4.260438839
-81.23141881,-4.260312545
-81.2314188,-4.260302692
-81.23141838,-4.258891951
-81.23141838,-4.258882098
-81.23141455,-4.246065411
-81.23141454,-4.246035852
-81.23140874,-4.259453563
-81.23140873,-4.259445502
-81.23140873,-4.259435649
-81.23140857,-4.258911659
-81.23140857,-4.258891954
-81.23140473,-4.246035855
-81.23140473,-4.246026002
-81.23139918,-4.260302698
-81.23139917,-4.260292845
-81.23139911,-4.260074291
-81.2313991,-4.260066231
-81.23139892,-4.259463419
-81.23139892,-4.259453566
-81.23139876,-4.258921515
-81.23139876,-4.258911662
-81.23138941,-4.260458553
-81.23138941,-4.2604487
-81.2313893,-4.260094
-81.23138929,-4.260074294
-81.23138929,-4.260066234
-81.23138929,-4.260056381
-81.23138911,-4.259473274
-81.23138911,-4.259463422
-81.23138895,-4.258941224
-81.23138895,-4.258921518
-81.2313851,-4.246026008
-81.2313851,-4.246016155
-81.23137954,-4.260292851
-81.23137954,-4.260282998
-81.23137949,-4.260123561
-81.23137949,-4.260094003
-81.23137947,-4.260056384
-81.23137947,-4.260046531
-81.23137929,-4.259435658
-81.23137929,-4.259425805
-81.23137915,-4.258960932
-81.23137914,-4.258941227
-81.23136973,-4.260283001
-81.23136968,-4.260123564
