x_utm_wgs8,y_utm_wgs8,x_geo_wgs8,y_geo_wgs8,x_utm_psad,y_utm_psad,x_geo_psad,y_geo_psad
473972.4436,9529010.559,-81.23454643,-4.261074613,474229.1721,9529382.913,-81.23222276,-4.257660109
473972.4436,9529011.648,-81.23454643,-4.26106476,474229.1721,9529384.002,-81.23222276,-4.257650257
473972.4436,9529031.053,-81.23454637,-4.260889202,474229.1721,9529403.408,-81.23222271,-4.257474699
473972.4436,9529035.41,-81.23454636,-4.260849791,474229.1721,9529407.764,-81.23222269,-4.257435288
473972.4436,9529061.746,-81.23454629,-4.260611531,474229.1721,9529434.101,-81.23222262,-4.257197028
473972.4436,9529062.835,-81.23454629,-4.260601679,474229.1721,9529435.19,-81.23222262,-4.257187176
473972.4436,9529326.398,-81.23454556,-4.258217301,474229.1721,9529698.755,-81.2322219,-4.254802801
473972.4436,9529327.487,-81.23454556,-4.258207448,474229.1721,9529699.844,-81.2322219,-4.254792948
473972.4436,9529354.516,-81.23454549,-4.25796292,474229.1721,9529726.874,-81.23222183,-4.25454842
473972.4436,9529366.694,-81.23454545,-4.257852747,474229.1721,9529739.052,-81.2322218,-4.254438248
473973.5327,9529009.469,-81.23453662,-4.261084469,474230.2612,9529381.824,-81.23221295,-4.257669965
473973.5327,9529010.559,-81.23453661,-4.261074616,474230.2612,9529382.913,-81.23221295,-4.257660112
473973.5327,9529035.41,-81.23453655,-4.260849794,474230.2612,9529407.764,-81.23221288,-4.25743529
473973.5327,9529040.855,-81.23453653,-4.26080053,474230.2612,9529413.21,-81.23221287,-4.257386027
473973.5327,9529055.657,-81.23453649,-4.260666621,474230.2612,9529428.012,-81.23221283,-4.257252118
473973.5327,9529061.746,-81.23453647,-4.260611534,474230.2612,9529434.101,-81.23221281,-4.257197031
473973.5327,9529314.219,-81.23453578,-4.258327477,474230.2612,9529686.576,-81.23221212,-4.254912977
473973.5327,9529326.398,-81.23453575,-4.258217304,474230.2613,9529698.755,-81.23221209,-4.254802804
473974.6218,9529007.291,-81.23452681,-4.261104177,474231.3503,9529379.645,-81.23220314,-4.257689674
473974.6218,9529009.469,-81.2345268,-4.261084472,474231.3503,9529381.824,-81.23220314,-4.257669968
473975.7109,9529006.202,-81.234517,-4.261114033,474232.4394,9529378.556,-81.23219333,-4.25769953
473975.7109,9529007.291,-81.23451699,-4.26110418,474232.4394,9529379.645,-81.23219333,-4.257689677
473975.7109,9530247.578,-81.2345136,-4.249883632,474232.4397,9530619.944,-81.23218997,-4.246469142
473975.7109,9530248.667,-81.2345136,-4.249873779,474232.4397,9530621.033,-81.23218996,-4.246459289
473976.8,9529005.113,-81.23450719,-4.261123889,474233.5285,9529377.467,-81.23218352,-4.257709385
473976.8,9529006.202,-81.23450718,-4.261114036,474233.5285,9529378.556,-81.23218352,-4.257699532
473977.8891,9529002.935,-81.23449738,-4.261143598,474234.6176,9529375.289,-81.23217371,-4.257729094
473977.8891,9529005.113,-81.23449737,-4.261123892,474234.6176,9529377.467,-81.23217371,-4.257709388
473977.691,9530248.667,-81.23449575,-4.249873784,474234.4198,9530621.033,-81.23217212,-4.246459294
473978.9782,9529001.846,-81.23448757,-4.261153453,474235.7067,9529374.2,-81.2321639,-4.25773895
473978.9782,9529002.935,-81.23448756,-4.261143601,474235.7067,9529375.289,-81.2321639,-4.257729097
473978.7801,9530247.578,-81.23448594,-4.24988364,474235.5089,9530619.944,-81.23216231,-4.24646915
473978.7801,9530248.667,-81.23448594,-4.249873787,474235.5089,9530621.033,-81.23216231,-4.246459297
473980.0673,9528999.668,-81.23447776,-4.261173162,474236.7958,9529372.022,-81.23215409,-4.257758658
473980.0673,9529001.846,-81.23447775,-4.261153456,474236.7958,9529374.2,-81.23215409,-4.257738953
473979.8692,9530246.489,-81.23447613,-4.249893496,474236.598,9530618.855,-81.2321525,-4.246479006
473979.8692,9530247.578,-81.23447613,-4.249883643,474236.598,9530619.944,-81.2321525,-4.246469153
473981.1564,9528997.489,-81.23446795,-4.261192871,474237.8849,9529369.843,-81.23214428,-4.257778367
473981.1564,9528999.668,-81.23446794,-4.261173165,474237.8849,9529372.022,-81.23214428,-4.257758661
473980.9583,9530245.4,-81.23446632,-4.249903352,474237.6871,9530617.766,-81.23214269,-4.246488861
473980.9583,9530246.489,-81.23446632,-4.249893499,474237.6871,9530618.855,-81.23214269,-4.246479009
473982.2455,9528995.311,-81.23445814,-4.261212579,474238.9741,9529367.665,-81.23213448,-4.257798075
473982.2455,9528997.489,-81.23445814,-4.261192874,474238.9741,9529369.843,-81.23213447,-4.25777837
473982.0474,9530243.222,-81.23445651,-4.24992306,474238.7763,9530615.588,-81.23213288,-4.24650857
473982.0474,9530245.4,-81.23445651,-4.249903355,474238.7763,9530617.766,-81.23213288,-4.246488864
473983.3346,9528994.222,-81.23444833,-4.261222435,474240.0632,9529366.576,-81.23212467,-4.257807931
473983.3346,9528995.311,-81.23444833,-4.261212582,474240.0632,9529367.665,-81.23212466,-4.257798078
473983.1365,9530242.133,-81.2344467,-4.249932916,474239.8654,9530614.499,-81.23212307,-4.246518426
473983.1365,9530243.222,-81.2344467,-4.249923063,474239.8654,9530615.588,-81.23212307,-4.246508573
473984.4237,9528992.044,-81.23443852,-4.261242144,474241.1523,9529364.398,-81.23211486,-4.25782764
473984.4237,9528994.222,-81.23443852,-4.261222438,474241.1523,9529366.576,-81.23211485,-4.257807934
473984.2256,9530241.043,-81.23443689,-4.249942772,474240.9545,9530613.41,-81.23211326,-4.246528281
473984.2256,9530242.133,-81.23443689,-4.249932919,474240.9545,9530614.499,-81.23211326,-4.246518429
473985.5128,9528990.955,-81.23442871,-4.261251999,474242.2414,9529363.309,-81.23210505,-4.257837495
473985.5128,9528992.044,-81.23442871,-4.261242147,474242.2414,9529364.398,-81.23210504,-4.257827642
473985.3147,9530239.954,-81.23442708,-4.249952628,474242.0436,9530612.32,-81.23210345,-4.246538137
473985.3147,9530241.043,-81.23442708,-4.249942775,474242.0436,9530613.41,-81.23210345,-4.246528284
473986.6019,9528989.866,-81.2344189,-4.261261855,474243.3305,9529362.22,-81.23209524,-4.257847351
473986.6019,9528990.955,-81.2344189,-4.261252002,474243.3305,9529363.309,-81.23209523,-4.257837498
473986.4038,9530237.776,-81.23441727,-4.249972336,474243.1327,9530610.142,-81.23209364,-4.246557846
473986.4038,9530239.954,-81.23441726,-4.249952631,474243.1327,9530612.32,-81.23209363,-4.24653814
473987.691,9528987.687,-81.23440909,-4.261281564,474244.4196,9529360.041,-81.23208543,-4.25786706
473987.691,9528989.866,-81.23440908,-4.261261858,474244.4196,9529362.22,-81.23208542,-4.257847354
473987.4929,9530236.687,-81.23440746,-4.249982192,474244.2218,9530609.053,-81.23208383,-4.246567702
473987.4929,9530237.776,-81.23440746,-4.249972339,474244.2218,9530610.142,-81.23208383,-4.246557849
473988.582,9530235.598,-81.23439765,-4.249992048,474245.3109,9530607.964,-81.23207402,-4.246577557
473988.582,9530236.687,-81.23439764,-4.249982195,474245.3109,9530609.053,-81.23207402,-4.246567704
473989.6711,9530234.509,-81.23438784,-4.250001904,474246.4,9530606.875,-81.23206421,-4.246587413
473989.6711,9530235.598,-81.23438783,-4.249992051,474246.4,9530607.964,-81.2320642,-4.24657756
473990.9583,9528986.598,-81.23437965,-4.261291426,474247.6869,9529358.952,-81.23205599,-4.257876921
473990.9583,9528987.687,-81.23437965,-4.261281573,474247.6869,9529360.041,-81.23205599,-4.257867068
473990.7602,9530232.331,-81.23437803,-4.250021612,474247.4891,9530604.697,-81.2320544,-4.246607122
473990.7602,9530234.509,-81.23437802,-4.250001907,474247.4891,9530606.875,-81.23205439,-4.246587416
473992.0474,9528985.509,-81.23436984,-4.261301281,474248.776,9529357.863,-81.23204618,-4.257886777
473992.0474,9528986.598,-81.23436984,-4.261291429,474248.776,9529358.952,-81.23204617,-4.257876924
473991.8493,9530231.242,-81.23436822,-4.250031468,474248.5782,9530603.608,-81.23204459,-4.246616977
473991.8493,9530232.331,-81.23436821,-4.250021615,474248.5782,9530604.697,-81.23204459,-4.246607125
473993.1365,9528984.42,-81.23436003,-4.261311137,474249.8652,9529356.774,-81.23203637,-4.257896633
473993.1365,9528985.509,-81.23436003,-4.261301284,474249.8652,9529357.863,-81.23203636,-4.25788678
473995.3147,9528982.242,-81.23434041,-4.261330849,474252.0434,9529354.596,-81.23201674,-4.257916344
473995.3147,9528984.42,-81.2343404,-4.261311143,474252.0434,9529356.774,-81.23201674,-4.257896639
473996.4038,9528981.153,-81.23433059,-4.261340705,474253.1325,9529353.507,-81.23200693,-4.2579262
473996.4038,9528982.242,-81.23433059,-4.261330852,474253.1325,9529354.596,-81.23200693,-4.257916347
473997.4929,9528976.796,-81.23432079,-4.261380119,474254.2216,9529349.15,-81.23199713,-4.257965614
473997.4929,9528981.153,-81.23432078,-4.261340708,474254.2216,9529353.507,-81.23199712,-4.257926203
473998.582,9528975.707,-81.23431098,-4.261389975,474255.3107,9529348.061,-81.23198732,-4.25797547
473998.582,9528976.796,-81.23431098,-4.261380122,474255.3107,9529349.15,-81.23198732,-4.257965617
473999.6711,9528973.529,-81.23430117,-4.261409683,474256.3998,9529345.883,-81.23197751,-4.257995178
473999.6711,9528975.707,-81.23430117,-4.261389978,474256.3998,9529348.061,-81.23197751,-4.257975473
474000.7602,9528972.44,-81.23429136,-4.261419539,474257.4889,9529344.794,-81.2319677,-4.258005034
474000.7602,9528973.529,-81.23429136,-4.261409686,474257.4889,9529345.883,-81.2319677,-4.257995181
474001.8493,9528970.262,-81.23428155,-4.261439247,474258.578,9529342.616,-81.23195789,-4.258024743
474001.8493,9528972.44,-81.23428155,-4.261419542,474258.578,9529344.794,-81.23195789,-4.258005037
474002.9384,9528968.084,-81.23427174,-4.261458956,474259.6671,9529340.437,-81.23194808,-4.258044451
474002.9384,9528970.262,-81.23427174,-4.26143925,474259.6671,9529342.616,-81.23194808,-4.258024746
474004.0275,9528966.995,-81.23426193,-4.261468812,474260.7563,9529339.348,-81.23193827,-4.258054307
474004.0275,9528968.084,-81.23426193,-4.261458959,474260.7563,9529340.437,-81.23193827,-4.258044454
474005.1166,9528964.816,-81.23425212,-4.26148852,474261.8454,9529337.17,-81.23192847,-4.258074016
474005.1166,9528966.995,-81.23425212,-4.261468815,474261.8454,9529339.348,-81.23192846,-4.25805431
474005.1166,9530231.242,-81.23424866,-4.250031504,474261.8457,9530603.608,-81.23192504,-4.246617013
474005.1166,9530232.331,-81.23424866,-4.250021652,474261.8457,9530604.697,-81.23192503,-4.246607161
474006.2057,9528962.638,-81.23424232,-4.261508229,474262.9345,9529334.992,-81.23191866,-4.258093724
474006.2057,9528964.816,-81.23424231,-4.261488523,474262.9345,9529337.17,-81.23191865,-4.258074019
474006.2057,9530232.331,-81.23423884,-4.250021655,474262.9348,9530604.697,-81.23191522,-4.246607163
474006.2057,9530233.42,-81.23423884,-4.250011802,474262.9348,9530605.786,-81.23191522,-4.246597311
474007.2948,9528960.46,-81.23423251,-4.261527938,474264.0236,9529332.814,-81.23190885,-4.258113433
474007.2948,9528962.638,-81.2342325,-4.261508232,474264.0236,9529334.992,-81.23190884,-4.258093727
474007.2948,9530233.42,-81.23422903,-4.250011805,474264.0239,9530605.786,-81.2319054,-4.246597314
474007.2948,9530235.598,-81.23422902,-4.249992099,474264.0239,9530607.964,-81.2319054,-4.246577608
474008.3839,9528959.371,-81.2342227,-4.261537793,474265.1127,9529331.725,-81.23189904,-4.258123288
474008.3839,9528960.46,-81.23422269,-4.261527941,474265.1127,9529332.814,-81.23189904,-4.258113436
474008.3839,9530235.598,-81.23421921,-4.249992102,474265.113,9530607.964,-81.23189558,-4.246577611
474008.3839,9530236.687,-81.2342192,-4.249982249,474265.113,9530609.053,-81.23189558,-4.246567758
474009.473,9528958.282,-81.23421288,-4.261547649,474266.2018,9529330.635,-81.23188923,-4.258133144
474009.473,9528959.371,-81.23421288,-4.261537796,474266.2018,9529331.725,-81.23188922,-4.258123291
474009.473,9530236.687,-81.23420939,-4.249982252,474266.2021,9530609.053,-81.23188577,-4.246567761
474009.473,9530237.776,-81.23420939,-4.2499724,474266.2021,9530610.142,-81.23188576,-4.246557908
474010.5621,9528957.193,-81.23420307,-4.261557505,474267.2909,9529329.546,-81.23187942,-4.258143
474010.5621,9528958.282,-81.23420307,-4.261547652,474267.2909,9529330.635,-81.23187941,-4.258133147
474010.5621,9530237.776,-81.23419957,-4.249972403,474267.2912,9530610.142,-81.23187595,-4.246557911
474010.5621,9530238.865,-81.23419957,-4.24996255,474267.2912,9530611.231,-81.23187595,-4.246548059
474011.6512,9528956.104,-81.23419326,-4.261567361,474268.38,9529328.457,-81.23186961,-4.258152856
474011.6512,9528957.193,-81.23419326,-4.261557508,474268.38,9529329.546,-81.2318696,-4.258143003
474011.6512,9530238.865,-81.23418976,-4.249962553,474268.3803,9530611.231,-81.23186613,-4.246548062
474011.6512,9530239.954,-81.23418975,-4.2499527,474268.3803,9530612.32,-81.23186613,-4.246538209
474012.7403,9528953.925,-81.23418345,-4.261587069,474269.4691,9529326.279,-81.2318598,-4.258172564
474012.7403,9528956.104,-81.23418345,-4.261567364,474269.4691,9529328.457,-81.23185979,-4.258152859
474012.7403,9530239.954,-81.23417994,-4.249952703,474269.4694,9530612.32,-81.23185632,-4.246538212
474012.7403,9530241.043,-81.23417994,-4.24994285,474269.4694,9530613.41,-81.23185631,-4.246528359
474013.8294,9528952.836,-81.23417364,-4.261596925,474270.5582,9529325.19,-81.23184999,-4.25818242
474013.8294,9528953.925,-81.23417364,-4.261587072,474270.5582,9529326.279,-81.23184998,-4.258172567
474013.8294,9530241.043,-81.23417012,-4.249942853,474270.5586,9530613.41,-81.2318465,-4.246528362
474013.8294,9530242.133,-81.23417012,-4.249933,474270.5586,9530614.499,-81.2318465,-4.246518509
474014.9185,9528950.658,-81.23416383,-4.261616634,474271.6474,9529323.012,-81.23184018,-4.258202128
474014.9185,9528952.836,-81.23416383,-4.261596928,474271.6474,9529325.19,-81.23184017,-4.258182423
474014.9185,9530242.133,-81.2341603,-4.249933003,474271.6477,9530614.499,-81.23183668,-4.246518512
474014.9185,9530244.311,-81.2341603,-4.249913298,474271.6477,9530616.677,-81.23183668,-4.246498806
474016.0076,9528945.213,-81.23415403,-4.261665901,474272.7365,9529317.566,-81.23183038,-4.258251395
474016.0076,9528950.658,-81.23415402,-4.261616637,474272.7365,9529323.012,-81.23183036,-4.258202131
474016.0076,9530244.311,-81.23415048,-4.249913301,474272.7368,9530616.677,-81.23182686,-4.246498809
474016.0076,9530245.4,-81.23415048,-4.249903448,474272.7368,9530617.766,-81.23182686,-4.246488957
474017.0967,9528944.123,-81.23414422,-4.261675757,474273.8256,9529316.477,-81.23182057,-4.258261251
474017.0967,9528945.213,-81.23414422,-4.261665904,474273.8256,9529317.566,-81.23182056,-4.258251398
474017.0967,9530245.4,-81.23414067,-4.249903451,474273.8259,9530617.766,-81.23181705,-4.24648896
474017.0967,9530246.489,-81.23414066,-4.249893598,474273.8259,9530618.855,-81.23181704,-4.246479107
474018.1858,9528941.945,-81.23413441,-4.261695465,474274.9147,9529314.299,-81.23181076,-4.25828096
474018.1858,9528944.123,-81.23413441,-4.26167576,474274.9147,9529316.477,-81.23181075,-4.258261254
474018.1858,9530246.489,-81.23413085,-4.249893601,474274.915,9530618.855,-81.23180723,-4.24647911
474018.1858,9530247.578,-81.23413085,-4.249883748,474274.915,9530619.944,-81.23180723,-4.246469257
474019.2749,9528940.856,-81.2341246,-4.261705321,474276.0038,9529313.21,-81.23180095,-4.258290815
474019.2749,9528941.945,-81.2341246,-4.261695468,474276.0038,9529314.299,-81.23180095,-4.258280963
474019.2749,9530247.578,-81.23412103,-4.249883751,474276.0041,9530619.944,-81.23179741,-4.24646926
474019.2749,9530248.667,-81.23412103,-4.249873898,474276.0041,9530621.033,-81.23179741,-4.246459407
474020.364,9528938.678,-81.2341148,-4.26172503,474277.0929,9529311.031,-81.23179114,-4.258310524
474020.364,9528940.856,-81.23411479,-4.261705324,474277.0929,9529313.21,-81.23179113,-4.258290818
474020.364,9530248.667,-81.23411122,-4.249873901,474277.0932,9530621.033,-81.2317876,-4.24645941
474020.364,9530250.845,-81.23411121,-4.249854196,474277.0932,9530623.212,-81.23178759,-4.246439704
474021.4531,9528937.589,-81.23410498,-4.261734885,474278.182,9529309.942,-81.23178133,-4.25832038
474021.4531,9528938.678,-81.23410498,-4.261725033,474278.182,9529311.031,-81.23178133,-4.258310527
474021.4531,9530250.845,-81.2341014,-4.249854199,474278.1823,9530623.212,-81.23177778,-4.246439707
474021.4531,9530251.934,-81.23410139,-4.249844346,474278.1823,9530624.301,-81.23177777,-4.246429855
474022.5422,9528935.411,-81.23409518,-4.261754594,474279.2711,9529307.764,-81.23177152,-4.258340088
474022.5422,9528937.589,-81.23409517,-4.261734888,474279.2711,9529309.942,-81.23177152,-4.258320383
474022.5422,9530251.934,-81.23409158,-4.249844349,474279.2714,9530624.301,-81.23176796,-4.246429858
474022.5422,9530253.024,-81.23409158,-4.249834496,474279.2714,9530625.39,-81.23176796,-4.246420005
474023.6313,9528933.232,-81.23408537,-4.261774303,474280.3602,9529305.586,-81.23176171,-4.258359797
474023.6313,9528935.411,-81.23408536,-4.261754597,474280.3602,9529307.764,-81.23176171,-4.258340091
474023.6313,9530253.024,-81.23408176,-4.249834499,474280.3606,9530625.39,-81.23175814,-4.246420008
474023.6313,9530254.113,-81.23408176,-4.249824646,474280.3606,9530626.479,-81.23175814,-4.246410155
474024.7204,9528932.143,-81.23407556,-4.261784158,474281.4493,9529304.497,-81.2317519,-4.258369653
474024.7204,9528933.232,-81.23407555,-4.261774306,474281.4493,9529305.586,-81.2317519,-4.2583598
474024.7204,9530254.113,-81.23407194,-4.249824649,474281.4497,9530626.479,-81.23174833,-4.246410158
474024.7204,9530255.202,-81.23407194,-4.249814796,474281.4497,9530627.568,-81.23174832,-4.246400305
474025.8095,9528929.965,-81.23406575,-4.261803867,474282.5385,9529302.319,-81.23174209,-4.258389361
474025.8095,9528932.143,-81.23406574,-4.261784161,474282.5385,9529304.497,-81.23174209,-4.258369655
474025.8095,9530255.202,-81.23406213,-4.249814799,474282.5388,9530627.568,-81.23173851,-4.246400308
474025.8095,9530257.38,-81.23406212,-4.249795094,474282.5388,9530629.746,-81.2317385,-4.246380602
474026.8986,9530257.38,-81.23405231,-4.249795097,474283.6279,9530629.746,-81.23172869,-4.246380605
474026.8986,9530258.469,-81.2340523,-4.249785244,474283.6279,9530630.835,-81.23172869,-4.246370753
474027.9877,9528928.876,-81.23404612,-4.261813726,474284.7167,9529301.229,-81.23172247,-4.25839922
474027.9877,9528929.965,-81.23404612,-4.261803873,474284.7167,9529302.319,-81.23172247,-4.258389367
474027.9877,9530258.469,-81.23404249,-4.249785247,474284.717,9530630.835,-81.23171887,-4.246370756
474027.9877,9530259.558,-81.23404249,-4.249775394,474284.717,9530631.924,-81.23171887,-4.246360903
474029.0768,9528927.787,-81.23403631,-4.261823582,474285.8058,9529300.14,-81.23171266,-4.258409076
474029.0768,9528928.876,-81.23403631,-4.261813729,474285.8058,9529301.229,-81.23171265,-4.258399223
474029.0768,9530259.558,-81.23403267,-4.249775397,474285.8061,9530631.924,-81.23170906,-4.246360906
474029.0768,9530260.647,-81.23403267,-4.249765544,474285.8061,9530633.014,-81.23170905,-4.246351053
474030.1659,9528925.609,-81.2340265,-4.26184329,474286.8949,9529297.962,-81.23170285,-4.258428784
474030.1659,9528927.787,-81.2340265,-4.261823585,474286.8949,9529300.14,-81.23170284,-4.258409078
474030.1659,9530260.647,-81.23402286,-4.249765547,474286.8952,9530633.014,-81.23169924,-4.246351056
474030.1659,9530261.736,-81.23402285,-4.249755695,474286.8952,9530634.103,-81.23169924,-4.246341203
474031.255,9528923.431,-81.23401669,-4.261862999,474287.984,9529295.784,-81.23169304,-4.258448493
474031.255,9528925.609,-81.23401669,-4.261843293,474287.984,9529297.962,-81.23169304,-4.258428787
474031.255,9530261.736,-81.23401304,-4.249755698,474287.9843,9530634.103,-81.23168942,-4.246341206
474031.255,9530262.825,-81.23401304,-4.249745845,474287.9843,9530635.192,-81.23168942,-4.246331353
474032.3441,9528921.252,-81.23400688,-4.261882707,474289.0731,9529293.606,-81.23168323,-4.258468201
474032.3441,9528923.431,-81.23400688,-4.261863002,474289.0731,9529295.784,-81.23168323,-4.258448496
474032.3441,9530262.825,-81.23400322,-4.249745848,474289.0734,9530635.192,-81.23167961,-4.246331356
474032.3441,9530263.915,-81.23400322,-4.249735995,474289.0734,9530636.281,-81.2316796,-4.246321503
474033.4332,9528920.163,-81.23399707,-4.261892563,474290.1622,9529292.517,-81.23167342,-4.258478057
474033.4332,9528921.252,-81.23399707,-4.26188271,474290.1622,9529293.606,-81.23167342,-4.258468204
474033.4332,9530263.915,-81.2339934,-4.249735998,474290.1625,9530636.281,-81.23166979,-4.246321506
474033.4332,9530266.093,-81.2339934,-4.249716292,474290.1626,9530638.459,-81.23166978,-4.246301801
474034.5223,9528917.985,-81.23398727,-4.261912272,474291.2513,9529290.338,-81.23166361,-4.258497765
474034.5223,9528920.163,-81.23398726,-4.261892566,474291.2513,9529292.517,-81.23166361,-4.25847806
474034.5223,9530266.093,-81.23398358,-4.249716295,474291.2517,9530638.459,-81.23165997,-4.246301804
474034.5223,9530267.182,-81.23398358,-4.249706442,474291.2517,9530639.548,-81.23165997,-4.246291951
474035.6114,9528916.896,-81.23397745,-4.261922127,474292.3404,9529289.249,-81.2316538,-4.258507621
474035.6114,9528917.985,-81.23397745,-4.261912275,474292.3404,9529290.338,-81.2316538,-4.258497768
474035.6114,9530267.182,-81.23397377,-4.249706445,474292.3408,9530639.548,-81.23165015,-4.246291954
474035.6114,9530268.271,-81.23397376,-4.249696593,474292.3408,9530640.637,-81.23165015,-4.246282101
474036.7005,9528914.718,-81.23396765,-4.261941836,474293.4296,9529287.071,-81.231644,-4.25852733
474036.7005,9528916.896,-81.23396764,-4.26192213,474293.4296,9529289.249,-81.23164399,-4.258507624
474036.7005,9530268.271,-81.23396395,-4.249696596,474293.4299,9530640.637,-81.23164034,-4.246282104
474036.7005,9530270.449,-81.23396394,-4.24967689,474293.4299,9530642.815,-81.23164033,-4.246262399
474037.7896,9528912.54,-81.23395784,-4.261961545,474294.5187,9529284.893,-81.23163419,-4.258547038
474037.7896,9528914.718,-81.23395783,-4.261941839,474294.5187,9529287.071,-81.23163418,-4.258527333
474037.7896,9530270.449,-81.23395413,-4.249676893,474294.519,9530642.815,-81.23163052,-4.246262401
474037.7896,9530271.538,-81.23395413,-4.24966704,474294.519,9530643.905,-81.23163051,-4.246252549
474038.8787,9528909.272,-81.23394803,-4.261991106,474295.6078,9529281.625,-81.23162438,-4.2585766
474038.8787,9528912.54,-81.23394802,-4.261961548,474295.6078,9529284.893,-81.23162437,-4.258547041
474038.8787,9530271.538,-81.23394431,-4.249667043,474295.6081,9530643.905,-81.2316207,-4.246252552
474038.8787,9530272.627,-81.23394431,-4.24965719,474295.6081,9530644.994,-81.2316207,-4.246242699
474039.9678,9528908.183,-81.23393822,-4.262000962,474296.6969,9529280.536,-81.23161457,-4.258586455
474039.9678,9528909.272,-81.23393822,-4.261991109,474296.6969,9529281.625,-81.23161457,-4.258576603
474039.9678,9530272.627,-81.23393449,-4.249657193,474296.6972,9530644.994,-81.23161088,-4.246242702
474039.9678,9530273.716,-81.23393449,-4.249647341,474296.6972,9530646.083,-81.23161088,-4.246232849
474041.0569,9528907.094,-81.23392841,-4.262010818,474297.786,9529279.447,-81.23160476,-4.258596311
474041.0569,9528908.183,-81.23392841,-4.262000965,474297.786,9529280.536,-81.23160476,-4.258586458
474041.0569,9530273.716,-81.23392468,-4.249647344,474297.7863,9530646.083,-81.23160107,-4.246232852
474041.0569,9530274.806,-81.23392467,-4.249637491,474297.7863,9530647.172,-81.23160106,-4.246222999
474042.146,9528904.916,-81.2339186,-4.262030526,474298.8751,9529277.269,-81.23159495,-4.25861602
474042.146,9528907.094,-81.23391859,-4.262010821,474298.8751,9529279.447,-81.23159495,-4.258596314
474042.146,9530274.806,-81.23391486,-4.249637494,474298.8754,9530647.172,-81.23159125,-4.246223002
474042.146,9530275.895,-81.23391486,-4.249627641,474298.8754,9530648.261,-81.23159125,-4.246213149
474043.2351,9528903.827,-81.23390879,-4.262040382,474299.9642,9529276.18,-81.23158514,-4.258625875
474043.2351,9528904.916,-81.23390879,-4.262030529,474299.9642,9529277.269,-81.23158514,-4.258616023
474043.2351,9530275.895,-81.23390504,-4.249627644,474299.9645,9530648.261,-81.23158143,-4.246213152
474043.2351,9530276.984,-81.23390504,-4.249617791,474299.9645,9530649.35,-81.23158143,-4.246203299
474044.3242,9528902.738,-81.23389898,-4.262050238,474301.0533,9529275.091,-81.23157533,-4.258635731
474044.3242,9528903.827,-81.23389897,-4.262040385,474301.0533,9529276.18,-81.23157533,-4.258625878
474044.3242,9530276.984,-81.23389523,-4.249617794,474301.0537,9530649.35,-81.23157162,-4.246203302
474044.3242,9530281.34,-81.23389521,-4.249578383,474301.0537,9530653.707,-81.2315716,-4.246163891
474045.4133,9528902.738,-81.23388916,-4.262050241,474302.1424,9529275.091,-81.23156552,-4.258635734
474045.4133,9530281.34,-81.2338854,-4.249578386,474302.1428,9530653.707,-81.23156179,-4.246163894
474045.4133,9530282.429,-81.2338854,-4.249568533,474302.1428,9530654.796,-81.23156179,-4.246154041
474047.5915,9530282.429,-81.23386577,-4.249568539,474304.321,9530654.796,-81.23154216,-4.246154047
474047.5915,9530283.518,-81.23386577,-4.249558686,474304.321,9530655.885,-81.23154216,-4.246144195
474048.6806,9530283.518,-81.23385595,-4.249558689,474305.4101,9530655.885,-81.23153234,-4.246144197
474048.6806,9530284.607,-81.23385595,-4.249548836,474305.4101,9530656.974,-81.23153234,-4.246134345
474049.7697,9528708.878,-81.23385044,-4.263804051,474306.4988,9529081.229,-81.23152678,-4.260389542
474049.7697,9528709.769,-81.23385043,-4.26379599,474306.4988,9529082.12,-81.23152678,-4.260381482
474050.8588,9528707.789,-81.23384062,-4.263813907,474307.5879,9529080.14,-81.23151697,-4.260399398
474050.8588,9528708.878,-81.23384062,-4.263804054,474307.5879,9529081.229,-81.23151697,-4.260389545
474050.8588,9528709.769,-81.23384062,-4.263795993,474307.5879,9529082.12,-81.23151697,-4.260381485
474050.8588,9528710.858,-81.23384062,-4.263786141,474307.5879,9529083.209,-81.23151696,-4.260371632
474050.8588,9528894.025,-81.23384012,-4.262129078,474307.588,9529266.378,-81.23151647,-4.258714571
474050.8588,9528902.738,-81.23384009,-4.262050256,474307.588,9529275.091,-81.23151645,-4.258635749
474050.8588,9530284.607,-81.23383632,-4.249548842,474307.5883,9530656.974,-81.23151271,-4.246134351
474050.8588,9530285.697,-81.23383632,-4.24953899,474307.5883,9530658.063,-81.23151271,-4.246124498
474051.9479,9528706.7,-81.23383081,-4.263823763,474308.6771,9529079.051,-81.23150716,-4.260409254
474051.9479,9528707.789,-81.23383081,-4.26381391,474308.6771,9529080.14,-81.23150716,-4.260399401
474051.9479,9528710.858,-81.2338308,-4.263786144,474308.6771,9529083.209,-81.23150715,-4.260371635
474051.9479,9528711.947,-81.2338308,-4.263776291,474308.6771,9529084.298,-81.23150715,-4.260361782
474051.9479,9528892.936,-81.2338303,-4.262138934,474308.6771,9529265.289,-81.23150666,-4.258724427
474051.9479,9528894.025,-81.2338303,-4.262129081,474308.6771,9529266.378,-81.23150665,-4.258714574
474051.9479,9530285.697,-81.2338265,-4.249538992,474308.6774,9530658.063,-81.23150289,-4.246124501
474051.9479,9530286.786,-81.2338265,-4.24952914,474308.6774,9530659.152,-81.23150289,-4.246114648
